Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438.50132015333,3502.6802857653,3498.94636349881,3553.12386439712,3355.3680290883,3169.42443840076,3085.36007170421,2765.08406029633,2781.3425228623,2875.7614669682,3023.70937538212,3079.57752722172,3038.00064003377,3231.4170375726,3219.6524005977,3410.62468197803,3619.89726149943,3949.57993189741,4268.51101428285,4598.69648089427,4915.72250440104,5034.07810862034,4821.30871859383,5123.22527224197,5504.86405202366,5682.17981048522,6000.41396490137,6136.90314013433,6291.45594655745,6409.4471148702,6736.23791731628,6930.30071694301,7046.99611203784,7016.36291211506,7621.34511041877,7898.44899906048,8356.07726564962,8634.68709000162,
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7277.91362306898,7568.81244856109,7833.87362128411,8121.20981820567,8499.7958040747,8782.84200059623,9029.92296760108,9254.45048170622,9668.84528271234,10153.9797144137,10579.3191468172,10862.3408487459,11262.0286678359,11841.7046522844,12025.6048774873,11858.1315703852,12289.6725955472,12553.6159680536,12839.1277384735,13207.7413151018,13309.134851332,13281.2879844184,13331.0186421601,13500.471223146,13785.7885525477,14068.8866255098,14383.9333755032,14716.6304515407,15223.1643943227,15653.6160689227,15930.5488310998,15883.372997186,15725.1060523456,15572.7351063926,15751.5595432543,16084.1669113582,16345.3866972696,16825.864139911,17239.6311482068,17719.5449197877,18477.5285403385,18863.273716802,19121.7872126142,19419.6815424207,19978.690365054,20464.4783927706,21196.6642243836,21916.84687082,22052.0918924998,20991.3574844148,21465.351630475,21915.6417726438,21898.7575895315,22004.7529248863,22338.7450304311,22702.8228380066,23032.6152966065,23622.7656806191,24037.6040282064,24389.8062444924,23034.1354718301,24581.3075426451,25418.8606318264,25669.8654521598,25973.9053281236,
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2391.68004251383,2444.25902868187,2492.22622730745,2472.24896775318,2578.95935355031,2586.06761738802,2501.91557877735,2540.66169170091,2513.00216143129,2553.05924747148,2648.64798630584,2733.31598864156,2787.37877576185,3085.04290357147,3333.36860850118,3595.34513644445,3754.40921384736,3710.30597994154,3815.91235332704,3852.47842136509,3889.17817173943,3999.2219866679,3918.96098102769,3804.53281852482,3803.57698971645,3852.89105504248,3888.31507228661,3785.72228032271,3916.01015186151,3866.16747717704,3919.71758067093,4000.56819787678,4000.03146191686,3996.99377481811,4087.34069011974,4100.68735341031,4093.84154476335,4192.85523208483,4252.04348649475,3979.19293611513,3953.39879728357,4049.0001889951,4174.89793579965,4220.21298466638,4430.23717984188,4589.32849203452,4706.98056823816,4715.30359842555,4939.90215021789,4909.33681705683,5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.0956178776,5971.38938386723,5355.68934196443,5815.09477390949,6107.49495006543,6174.81822806637,5999.39391066593,
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,754.665127408056,773.359952691562,782.464128955335,842.326112348388,915.128632875069,935.954213451495,958.850656911766,942.860658091527,905.16466450931,930.030902264785,959.056055292103,975.172435736887,982.105208413219,993.429316293112,985.86207772329,1048.96951157098,1160.79193679355,1235.69710073247,1309.77615131996,1335.53152120136,1431.40108168965,1495.85483053225,1599.40083221654,1632.38201364179,1738.32577314685,1785.07842980601,1817.07625746528,1835.1134262347,1882.26797772878,1921.85630400049,1972.13789303215,1940.10019358455,1979.02010131221,1989.9792002068,2024.95373805139,2074.8399114013,2133.64804177125,2204.66575942323,2277.28504834543,2361.86425101237,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3052.21297844721,3135.09661303014,3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.3118478995,4137.60929232898,
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9952.02306070238,10433.7825779823,10940.7561628515,11375.1810833752,11938.498075645,12433.7366896114,12875.7244874186,13225.7892853287,13884.3303573363,14773.2354764871,15513.4373675307,16004.1626102909,16672.9624964618,17580.8585032862,18048.6417982501,17823.3353016858,18639.1959736652,19140.1230191745,19654.4805444639,20336.8919329511,20689.0155856249,20718.6112349272,20809.0650142883,21055.6730906866,21526.9894951379,21982.6347901385,22481.8111281735,22988.3900492072,23900.7625132827,24775.6710697284,25547.4550182017,26042.413357529,26224.3295746237,25938.6789978624,26510.6892500885,27099.1469106052,27506.4528209062,28202.1804567058,28988.2958059514,29786.7598526447,30853.1385054093,31423.952566199,31566.1273129298,31628.9508530599,32179.5603833867,32577.2810721025,33499.6140523812,34325.8913160023,34294.4150107331,32645.5191413239,33252.3689886555,33906.6275617053,33522.1754688076,33413.4989986022,33841.6103940756,34471.1747135027,34995.0723160118,35842.3298274979,36369.0726205231,36891.7993038494,34608.4614772745,36812.8039945725,38051.0445374525,38060.382262715,38254.4232216366,
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.072233527209,705.988405158037,829.915037227268,806.702995328956,838.660572635214,895.033773452053,899.082974199102,886.053679218386,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,693.398874212494,702.430936480778,703.877374381654,751.374899794668,,,,,,,,,,,,,,
Spain,ESP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6284.85197897282,6963.89798499135,7586.92104922972,8242.39256135682,8594.11568014791,9032.89961283128,9588.73319424273,9882.54411828384,10397.6393444975,11212.7189280648,11559.5954799611,11952.1509075931,12784.2827351544,13628.5600609114,14237.9022757881,14161.1462399115,14475.2082357205,14733.6858232099,14805.9881866507,14682.1319378567,14886.4067025715,14761.3776341084,14855.9108518513,15045.4001753188,15250.4535062705,15548.0400421709,16005.9732611803,16850.0903528198,17670.9748560478,18494.9397646048,19174.77083233,19612.9766041957,19698.51176766,19394.4931411816,19762.3886289154,20217.9031940372,20658.8402775701,21310.4311888986,22135.4045018802,23017.838771323,24106.8818529374,24878.3784543991,25205.3154769045,25481.1653690112,25825.3106463315,26294.447384391,26899.0921497113,27338.79541774,27112.526293889,25860.8142592652,25766.2515825743,25510.5579678829,24763.568274484,24498.5559507945,24947.8512505913,25982.4416197775,26719.2442268615,27426.281015093,27956.7225466484,28301.4393949563,25077.019882928,26705.3629138959,28203.1093419474,28558.6319817501,29245.2192451729,
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9341.22561480009,8637.20598149255,6934.17066642789,6706.56000129024,6738.99914418874,7170.94607721168,7637.25708286963,8732.99085657194,9199.93534127632,9133.89593384355,10006.7696280939,10662.9455020331,11474.6622721923,12424.0441535693,13348.5284463324,14703.6179707772,16234.5152041417,17543.4661785723,16688.997772178,14274.8511086787,14657.939813612,15820.922342204,16460.6843479001,16809.5326683781,17413.6867560212,17722.1557669523,18264.9873304279,19270.8141210511,19914.3454922878,20579.8756732376,19946.945696898,21570.6658455268,21023.2994937246,20126.3730486957,20078.1397620993,
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,231.020311732483,235.017038203337,239.386778488611,242.704624004673,249.912231375365,261.150022934557,264.675697737817,268.128469203589,264.47488599322,266.245461715207,275.976263514282,280.058137263866,286.63864651165,288.463346176636,285.006045430116,278.3136620268,280.444448365703,283.283138767077,276.040285482629,292.153506886342,297.391843880891,288.690088739962,303.85728316787,287.621232002049,248.47060503182,264.539002422205,291.112259309145,281.374024417104,269.793522386618,267.078134508598,237.502454667904,207.967880879774,227.173295614208,226.399912642527,232.230450633845,252.612985005506,252.311666681832,236.05551452188,240.604711286049,247.505413659694,260.04231608135,256.066635883709,243.076666020009,267.923513391712,290.833381425059,313.013896721503,338.799064654308,364.642208155735,385.632419711374,421.898622378633,455.909628648555,481.639999909808,518.324662208106,556.362532243867,597.912113218663,636.835680951429,678.98541915757,705.96881207336,744.702789753973,768.705424485209,790.65701959778,811.177729326201,842.44660489404,883.458588619291,
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8596.76250768789,9016.21393985877,9450.29835742472,9817.5285935219,10315.4559269877,10767.2815327247,11139.8293818614,11448.2426480959,12003.2658357746,12758.6615053238,13388.2513905843,13800.3758315119,14361.1199118841,15125.1845513867,15507.3531175495,15329.4013841669,15992.7844692231,16383.9530339846,16807.411778172,17383.754783618,17661.565547146,17684.8280346401,17774.9165119163,17984.5167185827,18397.5571671841,18779.8831544684,19212.1076070729,19643.5899396638,20388.4351192338,21108.9651547444,21731.2530227102,21985.0168891349,22118.8569004837,21915.7395317894,22451.7087770878,23019.8473769296,23422.7251841031,24015.3635939363,24698.2910106815,25398.2909228594,26365.798677465,26899.8795099661,27131.1149025351,27284.7276136716,27885.7681519653,28334.7590973938,29246.6456488849,30060.1943726362,30144.6515730515,28771.7357026131,29352.9442515094,29974.1521239011,29700.9011811145,29667.2033330658,30117.8841825355,30771.6568591261,31300.1591558827,32135.6624693296,32719.1711480652,33289.4352232777,31435.0353450837,33488.1142449396,34605.1747492534,34631.1439044457,34896.3710345937,
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1113.94926100982,1095.19731430963,1157.95381176722,1200.1668284754,1247.54186017658,1291.81598025963,1276.3213944109,1197.38410233342,1245.8872418195,1345.24841722817,1463.73299894675,1523.51713193326,1538.98749800357,1570.42621232377,1677.32012593482,1645.04453743662,1747.90007120849,1796.21735408332,1756.77182935455,1805.10995788269,1828.8952056972,1687.62878505696,1645.2885480057,1518.95311542584,1481.07654144144,1500.02209331751,1477.99436652261,1473.38503458026,1498.65886637586,1452.23585351901,1487.85171733751,1392.13284817184,1369.53047921828,1310.97088844479,1233.34287470272,1203.95587343395,1211.13071997787,1241.42370981936,1265.5235061537,1259.77729626841,1295.212123623,1317.2785211913,1326.84891113816,1297.19104055081,1417.38633890673,1470.03208126605,1523.62890028503,1581.88537303272,1622.44441895788,1619.06372938072,1676.97481416998,1643.76876493197,1694.3739229428,1708.69932882823,1697.58810951134,1663.16200127279,1634.41669597359,1619.44767158323,1607.410665042,1585.23602922322,1435.4620668369,1425.89864437684,1421.76860683137,1423.91012233176,1419.27637949231,
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11153.7786172296,11917.5854933381,12189.7889339765,12501.53941724,13083.4676780612,13731.4119088192,14004.6459933912,14231.1051616385,14493.6699352119,15893.3097483357,17145.4187747689,17527.3886120219,18771.158896405,19968.3795286842,20507.0182141903,20784.6883614587,20793.4910663419,20785.0684867374,21330.5987748157,22791.4236217199,23945.0603707378,24150.5782368449,24756.9389223507,25373.6804022849,26052.7867322716,26862.7992099895,27513.38864514,28412.4497948666,29811.9509398364,31214.6750164216,31291.5222587198,29290.9773950558,28162.3512348846,27807.8614663327,28785.9195720485,29890.5243289925,30883.8347237846,32762.1179107575,34457.4555939742,35886.4949080548,37872.6020343504,38784.1308115726,39343.0698997627,40038.9839702277,41521.962874476,42529.3506920884,44069.3958834717,46213.6898975737,46359.8732844055,42412.5133513534,43556.5385834368,44391.4535667984,43507.9345371578,42883.6384986417,42502.4880199858,42560.3456767103,43529.6761616969,44862.220404205,45337.2409550575,45898.5708448954,44690.9801103074,45792.0454180872,46016.1492103929,45357.0296547377,45254.0358658917,
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2135.00105878316,2143.81526502037,2153.38612356858,2219.48310152696,2256.38661484795,2129.2517855116,2068.36187305754,2286.31619591801,2413.4657748177,2424.80442802395,2679.36141139879,2811.37076886541,2970.3317527377,3263.55933965877,3299.67026025869,3268.68433677139,3302.90292538948,3426.10601182164,3408.49389477845,3735.04197584411,3588.63390261935,3725.85925524,3420.17355951792,3206.53995665646,3392.64401369917,3159.91257016953,3333.21187945194,3066.12840815134,3062.15306450559,3257.20435665789,3414.95053196369,3295.72685663527,3471.43143724943,3522.8422806512,3682.00013774058,3755.268335603,3910.82963547549,3785.46684889302,3787.48702167736,4073.37708743898,3960.8890315,3998.79729208867,4086.10434130578,4087.72449101023,4264.59723774177,4255.45097421847,4295.40679748345,4223.44800626708,4240.77265686858,4164.29314800857,4272.359150902,4375.5808542034,4427.97844455038,4630.35126544718,4883.24300436251,5097.53106864695,5218.85823412748,5500.67840152349,5720.21447177109,5701.10435269432,4721.1228189763,4507.33353596072,5291.51693123572,5761.5694863591,5935.20896505673,
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10776.1233606616,11192.7696024924,11840.6630184201,12437.8916843647,13116.0613030999,13619.4227770773,14199.1418506395,14760.3285518192,15313.2422666741,16264.8940394037,17116.859268108,17853.8971347786,18496.7852509799,19484.4620579649,20210.490760679,19924.3722074097,20700.6186231805,21336.3877815302,22078.7228161384,22792.2359498683,23050.9255953042,23186.7612665684,23666.5121788084,23836.4018927227,24102.0176176027,24358.1382748825,24813.0302579158,25308.620924146,26374.1221811161,27372.0534763161,27992.9751471374,28197.2359540607,28482.5194675509,28257.0962487817,28822.5006495069,29379.6158424052,29683.7786067651,30325.522871824,31256.5073830655,32152.7207478734,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926,38030.8571685178,38868.3303330557,39319.4152227295,39683.3953489029,
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52637.1903526574,52757.3960429144,53831.0294952424,54433.5931539501,56029.4991512974,54301.6594145787,56270.2511347442,57775.0758629956,59050.1954015578,59257.6449307094,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,1692.15408316661,1682.1671968197,1655.28987364805,2157.75259697105,2421.75105418842,2363.20219034363,2315.94641511224,2315.00622109563,2378.31512789859,2354.28988046799,2118.45046630192,2254.9081489537,2131.04159493734,2109.04224201804,1967.683581318,2228.64381056258,2339.73139012942,2303.44218206956,2307.34420369769,2342.71428606948,2384.9445815498,2515.5554496917,2565.15314176404,2715.41906315227,2651.15791052711,2807.39482220059,2701.88915850828,2525.83664246821,2590.35340769037,2612.485867645,2724.42245620978,2766.08612139035,2776.29556090642,2829.3364363568,2747.87981611358,2824.41492288117,2836.18187521481,2808.83168399832,2759.97734131572,2815.59835156937,2884.91733583068,2989.68205288365,2933.79998441501,2819.90328917215,2740.01667828088,2853.07643587028,2870.49424845266,2922.07246225843,2910.6935304708,3019.25086619614,2951.77114318964,3023.96457451783,2923.25915160041,2923.05174793291,2930.27926555574,
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3311.29693814036,3756.64160763217,3987.37302717701,4176.14999511174,4307.94711821812,4601.58264952403,4738.29146948499,4857.54224653835,4899.79966024679,5195.79922572595,5527.63605078666,5969.45075181197,6511.21796044723,7026.71576594733,9594.10323180831,11184.7241895352,14823.8829930465,12653.3137502918,9377.06283780252,9187.35765811771,9182.52680219592,9399.27026015795,8866.93461619978,9113.43670535789,9533.31659324811,9058.4995497615,8741.05138607781,7044.15674885946,7730.9357484059,8162.58240779554,8354.26309000876,8627.38985737905,8138.86821905371,8237.7433874389,8322.61010843084,8514.94009899596,8603.00813400361,8870.12550864019,8949.1211008365,7944.64517936466,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966528997,6479.04900690761,6527.48207900404,6541.2536861807,6618.98685865885,
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15323.6286374111,15618.3439927263,15656.5060234283,16294.9377178003,17095.0843741332,17347.4558377843,17522.4995930524,17912.1532185573,18800.6914826299,19085.738446001,19524.6865159129,19833.0569103608,20482.7111067345,21938.2937939268,21556.1992721976,21411.8812069663,22017.8273799837,22545.596298244,23311.6577053372,23930.4936898844,23381.0626649925,23063.5915396279,23554.7695677663,24400.1538085665,25012.2474056338,25853.7914666851,26828.9203252802,27993.289860294,29336.7220502717,29928.0161928787,30071.2085616955,29590.9054053428,29893.0776793743,30862.4118121654,32308.7952722115,33362.0161272507,34147.3459054033,35721.6105928791,36773.9287790406,37730.7155591161,39297.1366317267,40082.1359356822,40594.932929345,41706.8303930126,42434.8209023638,43320.5628684438,43944.9985799069,44882.141312304,44508.2874631479,42146.5095879962,42762.720840223,42791.0934313474,43136.7006795996,43585.1936238647,44627.8818268644,45255.3449216209,45888.0105130748,47018.0254757676,47514.7763693453,47864.7588712634,42982.4631007642,46487.3424706549,48433.009835767,47934.9375098983,47960.9105761942,
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1438.21569444633,1484.57936873597,1536.95623492798,1578.11918589518,1640.50449433996,1789.99342199708,1902.99606549797,2002.25561911472,2072.58285278926,2151.35584495054,2387.46810183883,2421.14178156344,2464.77210236436,2601.53891669817,2806.25364402928,2991.21007276643,3150.85725796529,3345.20714904597,3572.82135997741,3808.01905885908,3948.86535079512,4122.87659127008,4169.97924413232,4311.29871587326,4506.66813674822,4688.0718652506,4266.72494637357,4285.87259530389,4479.40018281131,4146.2568079811,3534.03227732782,2768.81016089293,1513.85017404463,1062.09528080207,966.419596225484,1029.48054628347,1187.123206219,1354.78352202066,1431.79336069224,1503.46298776734,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.6206023429,6808.07398025981,
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1100.76305218242,1106.49456785536,1124.53316411011,1146.37281080406,1144.13832736884,1132.30702640524,1058.32348060355,1064.83941805326,1043.06652540406,1078.40357133549,1152.05176710267,1179.06074375302,1117.82315272421,1117.34245836667,1159.77576208586,986.613046328261,924.779241630551,918.336702049617,966.366546263631,913.729023099301,891.578049368905,836.509660283615,756.294499573179,700.396045771895,741.569874205891,762.747783660855,784.937923659407,803.929610179043,829.017387585837,849.686579158456,855.85250708181,878.63570406594,890.313174799419,910.722897752222,918.428722656692,933.895311664356,954.325387944775,970.995739362631,992.20631798932,1010.88194916348,1022.27520714566,1035.22666053257,1052.46591644399,1077.69990866645,1108.30475353633,1143.31178934301,1185.26570738595,1205.31705804209,1282.63416886747,1311.63053760125,1381.2279503506,1537.81834019283,1640.54072088003,1718.59704769958,1726.36930134647,1722.77282833606,1740.81101902928,1841.44636153249,1915.4532323781,1999.55372220211,1970.19411460398,2030.04866500967,2067.20895910766,2091.8133564595,2167.72691406678,
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,454.021892849015,469.853004135626,472.476065773993,471.890918542322,488.622222643696,494.755008028771,525.693823301009,500.224866623139,525.818457287848,510.937903652384,515.075498240815,508.556746994401,507.412755095438,503.254700009446,499.099790230844,511.885502734728,514.948827108147,518.460706253598,536.935142790771,544.125289836889,548.371534819426,540.622747465388,540.768238017649,551.006742654772,555.962782286148,565.553359749505,574.302865750492,591.77353015526,601.907993085373,611.007685844967,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337,1016.88094800324,1045.92207475817,
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,541.080188773137,526.393360555569,560.868340169724,558.54686424948,576.3284949378,559.62991364986,544.839051932197,577.941930022901,594.161379584551,648.280119394208,674.974030161572,676.455417537658,696.184905331213,664.353754557366,682.144429383382,680.763235791179,652.066636208096,696.849478073282,694.302648852541,662.008143550023,662.002325492942,651.245092357426,653.000030965074,663.331309889547,658.711165332156,651.229615381431,646.421031932611,641.918738488002,622.551318791124,609.618491441846,605.40992484126,617.297597679527,621.226058231623,642.873705091153,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316,735.612383709511,758.96588872906,
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,530.038207842032,507.729108295228,539.728776699538,540.022721959447,545.743584355489,554.539611146607,545.716719833003,474.082444095876,502.503980418456,494.912807263144,411.228191061056,478.365016394864,490.618441344467,466.478485144929,500.948088022197,513.578560199997,501.441680283283,507.779967171681,522.568587226461,545.340640363452,569.169670374215,585.58551396824,574.852002556155,567.860072938098,568.168871993007,578.381849917403,632.160906920913,660.537774707954,502.81554020706,576.330795296558,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,663.242608032005,677.466131311367,686.456819839526,706.298562874985,710.275129060129,729.627090607537,752.901123263165,779.085789155531,793.692157673779,
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,457.60885754267,460.694903212462,443.126779908142,436.571815905833,415.030661056573,443.495676350693,412.631312540002,412.790221907507,407.241360186668,387.128291910418,366.314404747023,349.352882285968,453.637813917067,485.392231712925,545.595470854947,617.294826128753,989.777266733628,2380.32106827232,2833.33184629343,3423.12126162912,3839.08642737128,5882.85050306586,6604.00546310809,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331,5041.94038551173,
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4985.76049516035,5599.4972624979,5586.54223274246,6225.1293347158,6786.24148561981,7481.90330099547,7909.24507897853,8289.86933775607,8829.42258970423,9814.49791967552,10666.6208776244,11453.2123477243,12535.1276831236,13488.1243950179,12573.3482017471,13248.9212623097,13938.5385978162,14162.9910906399,14993.6891417866,15293.9313177537,15246.994403616,14876.1172004964,14617.2352230695,14375.6996589942,14591.8630536729,14900.0862258833,14927.7613419499,14541.8603092112,15110.414666476,15602.9733207597,15438.7937023583,15727.4735434744,15717.04638162,15374.8626265369,15604.0339944242,15857.4161930856,16005.9511569711,16501.0316491318,16973.8293714071,17358.4346978294,18002.9064613985,18742.4235780691,19548.3677447396,20632.2557041942,21688.1050959558,21880.5265835801,23220.5324419197,23973.6936091313,23923.8800731311,22878.1346644397,21547.724178239,19448.255802525,17924.6620496886,17644.8766635021,17903.5252440012,17980.7298238137,18049.928997892,18352.0884461258,18769.0389621976,19216.6759579785,17486.951333323,19232.9683327114,20552.3223279685,21050.8648111581,21494.6856060599,
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,3040.04156420967,3226.0984894223,3435.90423536845,3451.94417701718,3523.01454992859,3655.44815778464,3765.69268144747,3877.60851229182,4083.26775949669,4346.32354009777,4705.94265134243,4807.01372985656,4947.21594941974,5102.69172981553,5130.48257478522,5046.3110720505,4909.77076444883,4956.32245138997,5026.24215573734,5213.43103712383,5438.0445822801,6036.15899808614,6409.14591451052,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8782.32193426078,9406.19337643226,9817.86383583917,10196.0049872434,
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15375.1866638299,17088.6844499834,17731.0750292335,18667.3128228197,19533.1987515075,19619.7941752242,20747.1496877618,22714.6391462067,24179.2062679611,25149.988701843,27005.3259668971,26758.5557170795,25327.608421672,25901.4739745512,24280.2581215331,24931.4968474838,26551.2406001603,27705.0620966198,28883.818146464,30528.8015621406,26805.5496974442,26823.378375534,25544.2992633194,24303.8982888635,25604.5956883247,26416.5165028368,26772.6138141762,27117.3732945796,29169.0465812684,29570.9623369365,31623.0591501943,31914.1710964481,31483.6074780094,32787.9680355213,34961.9356097257,36681.8055890619,38828.8524943222,39896.875364094,42527.6668469766,42899.7441985862,43481.5161087805,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48169.9406957389,48709.9339758895,49679.3365414895,49929.7755428605,,
